metric,value
count_rh1,6338
count_rh2,6796
count_intersection,6316
count_only_rh1,22
count_only_rh2,480
score_mean.mean,0.9935312173814733
score_mean.min,0.9308180623069275
score_mean.max,1.0
delta_score.mean,0.004851675614646773
delta_score.max,0.06199192824506272
