metric,value
count_rh1,23121
count_rh2,22611
count_intersection,19756
count_only_rh1,3365
count_only_rh2,2855
score_mean.mean,0.9904951456573036
score_mean.min,0.9218237308098722
score_mean.max,1.0
delta_score.mean,0.011895871869881875
delta_score.max,0.07993669416217286
