metric,value
count_rh1,84327
count_rh2,94110
count_intersection,62604
count_only_rh1,21723
count_only_rh2,31506
score_mean.mean,0.9960408511562485
score_mean.min,0.9602394164016997
score_mean.max,1.0
delta_score.mean,0.00496827450505212
delta_score.max,0.03999995245566401
