metric,value
count_rh1,7252
count_rh2,9200
count_intersection,4671
count_only_rh1,2581
count_only_rh2,4529
score_mean.mean,0.935960498692506
score_mean.min,0.9007717541758231
score_mean.max,0.998268925895592
delta_score.mean,0.016665517853843365
delta_score.max,0.06584081279721943
